BRIDPORT-DORSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY476939,Long,-2.7427,Lat,50.7425,Elevation,63,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,3.68,3.21,0.48,1.38,3.86,0.6,2.75,3.92,3.4,4.6,5.16,4.54,3.76,4.59,1.74,2.99,5.94,3.88,2.29,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,2.04,1.17,1.88,2.22,0.97,3.92,1.05,1.15,1.56,3.7,3.73,2.6,1.91,3.07,2.23,2.26,2.53,3.17,2.45,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,1.67,3.5,0.93,1.76,2.73,3.44,5.35,2.19,2.23,1.29,2.26,3.73,1.39,2.25,1.93,1.77,3,3.04,0.54,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,4.38,3.51,3.05,2.25,2.36,0.51,2.72,1.32,1.29,0.69,1.86,2.58,2,1.11,0.53,4.96,2.18,0.78,1.82,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,1.94,2.09,1.83,0.79,3.25,1,2.8,1.84,0.84,2.42,2.19,1.86,1.61,4.74,1.44,0.99,1.88,0.88,0.64,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.92,2.29,0.97,0.65,5.52,4.63,2.28,4.07,1.18,1.75,1.58,1.06,0.4,1.14,0.76,2.04,4.12,1.76,2.46,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,2.19,0.89,3.46,2.41,1.79,1.62,4.03,2.24,0.72,0.49,3.56,1.25,3.78,0.48,0.41,0.66,3.96,3.93,1.61,1.59,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,1.53,3.62,0.56,1.64,3.64,4.01,0.7,1.64,3.42,0.76,5.04,2.48,2.24,4.61,0.25,0.82,0.8,1.16,3.46,2.39,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,1.48,3.26,2.26,1.98,2.29,2.4,2.73,1.76,4.14,2.91,0,7.39,1.81,3.4,3.92,0.99,4.5,1.76,1.66,-999,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,7.41,3.63,4.89,1.47,3.3,1.45,1.7,5.5,6.17,1.63,7.7,2.2,2.8,3.32,2.03,3.52,2.75,6.76,2.49,-999,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
