DUDLEY (BLUE COAT SECONDARY MODERN SCHOOL),,,,,,,,,,,,
Grid ref,SO953904,Long,-2.070683,Lat,52.511469,,,,,,,
Station no,2421/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.31,2.33,1.06,1.57,2.33,,,,,,,
February,2.68,0.52,1.31,2.43,2.28,,,,,,,
March,4.65,1.78,1.43,2.61,3.25,,,,,,,
April,2.30,2.09,2.63,0.54,1.61,,,,,,,
May,3.18,3.38,2.04,2.86,2.58,,,,,,,
June,1.21,1.71,2.57,3.57,1.81,,,,,,,
July,1.25,1.21,4.02,4.67,0.39,,,,,,,
August,5.02,4.17,2.62,5.59,1.18,,,,,,,
September,3.53,1.48,3.03,2.01,1.78,,,,,,,
October,0.63,4.43,1.57,3.55,,,,,,,,
November,7.36,2.96,2.17,5.98,,,,,,,,
December,2.38,2.59,1.40,2.66,,,,,,,,
Total,36.50,28.65,25.85,38.04,,,,,,,,
Calc annual,36.50,28.65,25.85,38.04,17.21,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
