"FRAMPTON COTTERELL (PARK HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2194,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.23,2.86,5.34,1.90,2.29,2.91,2.25,4.91,1.07,0.78,,
February,3.61,0.46,1.65,0.62,3.11,2.22,1.46,1.53,1.15,5.23,,
March,3.04,1.97,1.21,0.28,1.00,1.18,6.02,1.73,1.30,1.23,,
April,1.16,0.98,1.02,1.90,1.12,2.79,2.43,2.07,1.93,2.45,,
May,1.81,4.18,2.81,1.06,2.73,4.56,3.39,4.74,3.53,2.27,,
June,1.71,0.38,1.81,3.59,3.64,3.30,1.85,2.58,0.52,1.91,,
July,1.61,2.79,1.87,2.25,1.60,0.97,3.11,0.86,1.58,4.10,,
August,3.62,5.54,4.14,3.10,2.72,7.08,1.19,3.36,2.18,6.03,,
September,0.81,1.93,2.40,3.55,2.91,3.42,1.81,2.37,2.91,4.45,,
October,2.50,3.99,2.52,4.93,3.87,1.03,0.59,3.65,6.89,1.46,,
November,2.03,1.54,2.03,5.10,0.33,4.56,2.47,1.52,2.91,5.79,,
December,2.25,2.98,1.58,1.93,3.94,3.13,2.13,4.04,1.74,2.14,,
Total,27.38,29.60,28.38,30.21,29.26,37.15,28.70,33.36,27.71,37.84,,
Calc annual,27.38,29.60,28.38,30.21,29.26,37.15,28.70,33.36,27.71,37.84,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
