"FRAMPTON COTTERELL (PARK HOUSE)",,,,,,,,,,,,
Grid ref,ST663816,Long,-2.487225,Lat,51.532293,,,,,,,
Station no,2194,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.89,2.43,0.92,1.96,2.56,3.43,2.34,2.53,3.78,2.82,,
February,4.35,0.70,1.33,3.11,1.65,0.39,2.69,3.32,0.29,1.93,,
March,3.88,2.72,1.15,3.76,1.26,0.64,2.61,1.01,3.05,1.76,,
April,3.36,2.21,3.01,0.50,0.98,1.37,0.03,0.87,2.46,1.12,,
May,2.43,4.10,2.31,1.90,3.94,0.43,1.24,2.68,1.27,0.74,,
June,0.73,2.29,1.89,4.85,2.60,1.79,1.62,3.77,1.80,1.99,,
July,1.41,1.19,4.18,3.11,0.09,2.19,2.93,2.70,2.31,4.06,,
August,5.54,4.92,5.07,3.97,0.90,4.02,2.51,2.54,2.46,4.31,,
September,2.34,2.65,2.70,5.34,1.33,2.24,3.48,4.77,0.15,4.20,,
October,0.65,4.30,2.18,3.39,1.53,1.23,2.51,1.95,2.87,5.38,,
November,6.25,4.12,1.95,5.37,2.53,0.94,2.07,2.22,3.01,4.40,,
December,2.52,1.90,0.93,1.72,2.78,2.92,2.14,3.53,5.07,4.19,,
Total,37.35,33.53,27.62,38.98,22.15,21.59,26.17,31.89,28.52,36.90,,
Calc annual,37.35,33.53,27.62,38.98,22.15,21.59,26.17,31.89,28.52,36.90,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
