WITHINGTON TOWN HALL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2929,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.65,,2.50,2.24,3.76,1.91,2.62,2.98,7.14,1.54,3.99,
February,3.09,,3.10,4.20,0.64,5.02,2.69,1.29,3.22,0.93,0.16,
March,3.25,,1.78,1.52,0.49,1.30,1.15,3.01,1.76,0.86,2.35,
April,4.49,,2.66,2.27,1.72,1.67,1.18,1.86,0.86,0.85,1.22,
May,4.19,,1.25,2.73,5.49,4.31,3.38,1.32,1.39,2.27,1.20,
June,2.31,,2.34,0.57,2.67,0.04,1.71,4.86,5.34,0.94,2.63,
July,6.44,,3.57,5.05,3.44,2.07,2.47,1.80,1.42,3.02,6.17,
August,1.65,,4.31,4.59,5.59,4.77,4.04,3.49,4.90,2.80,4.63,
September,2.23,,2.91,3.53,2.53,4.25,3.26,4.90,0.94,1.84,2.74,
October,1.28,,0.23,4.01,3.71,3.93,3.68,1.93,3.37,4.99,4.58,
November,0.60,,2.06,4.15,1.02,2.11,5.05,2.86,4.24,6.47,3.74,
December,2.33,,3.66,4.30,3.52,2.35,1.71,0.95,1.71,4.97,2.52,
Total,35.51,,30.37,39.16,34.58,33.73,32.94,31.25,36.29,31.48,35.93,
Calc annual,35.51,0.00,30.37,39.16,34.58,33.73,32.94,31.25,36.29,31.48,35.93,
Difference,0.00,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
