SCALDWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP768722,Long,-0.874105,Lat,52.34251,Elevation,404,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.36,1.05,2.95,3.4,1.22,0.89,1.96,2.22,0.85,3.87,1.11,1.15,1.03,1.87,0.73,3.12,3.41,0.99,2.17,1.69,1.74,1.97,3.82,2.18,2.45,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.93,0.92,2.02,4.4,1.25,1.93,0.95,3.04,0.62,1.87,1.31,1.1,0.51,2.34,1.15,1.64,0.74,1.2,2.14,4.05,0.89,1.18,2.62,0.7,0.32,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,3.16,1.16,1.11,0.7,2.09,1.24,2.92,1.59,2.38,1.55,1.07,2.76,2.59,0.72,1.97,2.44,2.88,2.52,1.03,4.26,1.13,0.69,3.78,2.23,0.73,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.87,1.83,1.94,0.48,2.37,1.14,1.99,1.09,1.65,0.62,2.33,3.91,1.29,1.23,0.67,0.13,2.68,0.75,0.78,0.87,1.53,2.83,1.87,4.14,1.06,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,0.83,3.2,1.5,0.89,1.76,2.07,3.64,2.24,1.46,1.19,4.51,1.32,1.42,2.44,2.88,1.57,1.64,0.61,1.82,1.35,1.66,1.8,1.1,1.54,1.68,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.33,1.04,1.51,2.68,2.05,2.31,2.75,0.67,4.44,5.43,2.32,1.33,3,1.02,1.65,2.73,1.05,2.98,0.26,1.77,3.11,0.45,0.79,2.7,0.29,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,0.16,1.08,1.93,2.02,1.51,1.19,2.93,2.23,0.66,0.94,2.86,3.81,2.4,1.83,0.17,3.46,1.34,2.71,3.72,1.99,1.8,2.6,2.24,3.34,0.19,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,5.47,2.78,1.63,3.59,1.68,2.73,3.64,2.5,3.08,1.02,2.19,2.56,2.21,2.18,1.99,6.61,0.95,1.52,1.96,3.15,5.47,1.12,2.08,1.1,2.42,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.18,0.46,3.74,0.59,1.28,1.36,2.95,1.91,1.65,1.12,0.7,1.73,2.52,0.8,1.38,1.07,1.4,0.73,1.11,0.83,1.79,3.96,1.44,1.88,1,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,1.5,2.44,2.54,1.64,1.65,1.8,6.38,0.57,1.04,4.67,4.37,1.43,3.11,1.79,2.05,2.44,3.41,2.28,1.54,2.37,2.94,1.32,1.56,1.03,0.67,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,1.04,1.57,1.66,2.24,0.72,1.81,1.54,1.23,2.51,3.04,2.07,0.97,0.59,2.78,2.48,1.71,2.23,2.42,2.49,3.1,1.04,2.08,1.9,1.25,1.63,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,2.26,2.12,1.59,3.82,3.31,1.04,1.09,1.57,1.03,2.52,3.1,1.63,3.49,5.87,4.32,2.85,0.94,5.29,4.32,2.5,0.69,2.09,3.84,2.49,1.24,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,26.09,19.65,24.12,26.45,20.89,19.51,32.74,20.86,21.37,27.84,27.94,23.7,24.16,24.87,21.44,29.77,22.67,24,23.34,27.93,23.79,22.09,27.04,24.58,13.68,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
