"MAIDENHEAD STAFFERTON LODGE & HEYWOOD PARK NO1",,,,,,,,,,,,
Grid ref,SU892799,Long,-0.716030,Lat,51.510997,,,,,,,
Station no,RR4192,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.15,0.94,0.81,2.53,2.44,0.70,3.65,,,,,
February,4.67,1.33,1.04,1.08,2.90,0.65,1.93,,,,,
March,0.76,1.51,1.87,3.26,1.26,3.68,1.28,,,,,
April,0.85,2.36,0.88,2.31,1.34,1.94,0.56,,,,,
May,1.26,0.55,,2.91,2.87,0.99,2.05,,,,,
June,2.52,1.28,3.48,6.39,0.89,3.90,2.21,,,,,
July,0.59,4.95,1.26,3.95,2.26,0.47,0.27,,,,,
August,2.30,2.42,3.39,2.90,2.03,2.46,1.06,,,,,
September,0.90,1.32,1.50,2.51,1.59,1.73,1.15,,,,,
October,2.36,2.17,1.74,7.53,1.59,1.30,4.56,,,,,
November,1.86,0.44,2.43,1.79,1.76,2.51,2.96,,,,,
December,2.91,3.52,1.45,2.18,2.20,1.00,2.86,,,,,
Total,24.13,22.79,,39.34,23.13,21.33,24.54,,,,,
Calc annual,24.13,22.79,19.85,39.34,23.13,21.33,24.54,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,,
