"MAIDENHEAD HEYWOOD PARK NO 2",,,,,,,,,,,,
Grid ref,SU859784,Long,-0.763935,Lat,51.498023,,,,,,,
Station no,RR4192,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.81,1.80,0.76,,
February,,,,,,,,1.52,1.16,0.32,,
March,,,,,,,,1.17,3.01,2.87,,
April,,,,,,,,2.91,3.60,2.16,,
May,,,,,,,2.13,1.86,1.79,1.33,,
June,,,,,,,2.41,2.69,1.07,4.51,,
July,,,,,,,0.29,2.05,2.01,3.40,,
August,,,,,,,1.02,2.41,2.68,4.06,,
September,,,,,,,1.15,0.83,2.13,3.05,,
October,,,,,,,4.63,4.98,2.48,4.45,,
November,,,,,,,3.03,2.49,0.71,0.59,,
December,,,,,,,3.24,2.76,1.79,2.36,,
Total,,,,,,,,26.48,24.23,29.86,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,17.90,26.48,24.23,29.86,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
