"LOCH NESS, DRUMNADROCHIT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH514302,Long,-4.470492,Lat,57.338023,Elevation,138,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,3.91,4.76,3.44,2.58,7.86,3.61,3.12,6.37,2.4,3.74,5.15,4.28,1.83,0.96,2.47,4.56,2.85,7.1,4.85,3.84,2.73,5.07,3.81,,,,,,,,,
February,,,,,,,,,,2.03,1.41,2.8,1.13,6.59,2.16,3.94,3.42,2.9,4.75,1.74,1.91,5.31,2.32,3.62,3.46,2.84,6.16,1.14,4.22,1.06,5.86,0.92,,,,,,,,,
March,,,,,,,,,,2.63,1.31,3.4,2.71,6.69,1.04,3.09,3.5,2.66,5.36,2.07,1.8,2.95,2.52,5.45,2.79,2.67,2.46,2.32,0.88,2.72,3.18,0.49,,,,,,,,,
April,,,,,,,,,,3.38,3.07,1.09,1.45,1.65,4.15,1.21,1.91,1.51,1.55,1.97,6.67,2.15,1.96,2.07,1.79,3.36,2.8,2.63,1.4,3.99,2.42,0.54,,,,,,,,,
May,,,,,,,,,,1.75,1.1,1.46,3.68,2.11,3.01,1.99,3.46,2.09,1.39,2.74,2.86,1.19,1.34,1.41,5.66,1.3,4.52,1.69,3.18,0.54,1.98,,,,,,,,,,
June,,,,,,,,,2.1,1.56,2.42,2.65,2.26,1.93,1.95,0.68,1.09,4.08,1.44,1.13,2.25,3.49,5.7,3.52,1.04,0.47,4.75,2.7,2.14,3.11,0.56,,,,,,,,,,
July,,,,,,,,,2.22,2.47,4.94,2.64,1.82,4.28,0.87,2.45,2.02,2.24,1.7,3.65,3.79,1.24,2.18,1.78,2.21,3.5,4.6,1.25,5.03,0.92,1.59,,,,,,,,,,
August,,,,,,,,,2.45,1.02,3.97,2.37,2.47,3.29,3.28,2.58,3.16,2.81,2.69,1.62,3.86,1.8,4.62,0.99,1.87,2.16,1.92,4.96,2.83,1.85,2.57,,,,,,,,,,
September,,,,,,,,,2.76,4.65,2.94,1.41,1.65,2.85,2.45,1.84,1.36,0.66,6.2,1.87,0.82,2.2,1.89,2.2,1.34,4.14,1.33,2.89,4.7,2.58,1.4,,,,,,,,,,
October,,,,,,,,,2.68,3.05,3.49,2.52,2.49,5.72,1.74,3.68,6.27,3.67,0.67,5.69,1.83,2.2,3.46,2.23,0.71,1.84,6.06,5.69,4.39,1.97,0.36,,,,,,,,,,
November,,,,,,,,,4,5.51,3.41,2.25,0.75,3.61,2.47,4.41,3.45,3.12,3.39,2.33,5.09,7.92,4.09,4.56,6.48,4.39,3.61,4.98,3.72,4.44,4.28,,,,,,,,,,
December,,,,,,,,,9.73,3.15,8.78,6.2,5.28,1.26,3.78,2.51,3.1,2.93,3.8,2.08,2.49,3.01,7.26,4.41,6.39,5.32,3.88,2.55,2.95,3.51,2.69,,,,,,,,,,
Total,,,,,,,,,,35.11,41.6,32.23,28.27,47.84,30.51,31.5,39.11,31.07,36.68,32.04,37.65,35.29,38.3,34.71,38.3,34.84,49.19,37.65,39.28,29.42,31.96,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898 May Gauge  move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
