DONCASTER (BENTLEY WORKS),,,,,,,,,,,,
Grid ref,SE563058,Long,-1.151816,Lat,53.545829,,,,,,,
Station no,3170/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.48,1.64,0.34,1.20,1.55,3.26,1.04,3.11,,,,
February,2.23,0.37,1.45,2.00,1.77,1.26,1.41,3.71,,,,
March,2.27,1.83,0.56,1.49,2.34,0.66,1.04,1.83,,,,
April,0.66,0.70,1.77,0.25,0.68,1.98,0.17,0.28,,,,
May,4.39,1.36,1.50,2.91,2.30,0.26,0.51,1.83,,,,
June,0.84,1.49,1.02,1.66,2.49,4.08,2.46,4.92,,,,
July,1.57,1.66,2.64,1.53,0.67,3.77,3.88,4.79,,,,
August,3.90,0.95,2.61,4.86,0.65,5.31,5.42,2.96,,,,
September,1.19,1.73,1.25,1.34,0.62,1.73,3.18,1.46,,,,
October,1.23,2.55,1.52,2.74,1.57,1.20,1.13,1.16,,,,
November,5.01,1.42,1.34,4.09,1.80,0.53,2.21,0.87,,,,
December,1.40,1.25,0.99,2.28,2.17,2.08,2.19,3.13,,,,
Total,26.17,16.95,16.99,26.35,18.61,26.12,24.64,30.05,,,,
Calc annual,26.17,16.95,16.99,26.35,18.61,26.12,24.64,30.05,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
