"CHRYSTON SCHOOLHOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5185/4,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.06,5.32,3.65,4.89,3.23,4.24,4.08,6.00,3.84,3.19,,
February,3.35,-999.00,3.83,1.33,5.35,3.44,1.25,4.49,4.03,4.21,,
March,3.86,-999.00,2.02,0.78,2.99,3.16,4.29,3.26,1.67,3.46,,
April,1.54,-999.00,2.59,2.15,1.70,-999.00,4.99,2.74,4.37,2.72,,
May,3.35,-999.00,4.10,3.40,3.91,,3.71,1.47,1.60,1.28,,
June,1.08,1.59,3.66,3.27,3.90,,4.18,6.56,1.24,2.25,,
July,3.61,2.44,2.60,3.65,3.29,,2.50,3.50,2.25,4.90,,
August,4.59,3.87,6.19,3.48,3.12,,0.00,6.37,4.58,5.30,,
September,1.39,3.85,2.15,5.19,5.19,,4.08,6.18,1.30,8.70,,
October,3.89,5.16,6.83,4.80,5.57,,1.58,5.27,5.84,3.18,,
November,2.68,0.62,2.05,7.54,0.77,,5.46,3.25,3.63,3.18,,
December,1.58,3.05,1.54,4.27,2.76,,2.67,3.93,6.61,1.45,,
Total,31.98,-999.00,41.21,44.75,41.78,,38.79,53.02,40.96,43.82,,
Calc annual,31.98,25.90,41.21,44.75,41.78,10.84,38.79,53.02,40.96,43.82,,
Difference,0.00,-1024.90,0.00,0.00,0.00,NaN,0.00,0.00,0.00,0.00,,
