PENRITH (LOWTHER CASTLE),,,,,,,,,,,,
Grid ref,NY525329,Long,-2.738366,Lat,54.688891,,,,,,,
Station no,3689,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,3.69,0.97,3.60,,,,,,,,
February,,0.80,1.08,3.65,,,,,,,,
March,,1.25,0.95,3.85,,,,,,,,
April,,3.66,2.91,0.56,,,,,,,,
May,,3.57,2.48,4.34,,,,,,,,
June,,1.93,2.07,2.81,,,,,,,,
July,,2.30,3.10,3.12,,,,,,,,
August,,4.13,4.53,4.85,,,,,,,,
September,,3.67,5.39,6.05,,,,,,,,
October,,7.78,3.53,9.59,,,,,,,,
November,,2.20,4.48,9.40,,,,,,,,
December,,5.62,2.29,4.65,,,,,,,,
Total,,40.60,33.78,56.47,,,,,,,,
Calc annual,0.00,40.60,33.78,56.47,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
