STOKE FERRY WEREHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF678015,Long,0.475395,Lat,52.585409,Elevation,66,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,0.18,0.58,2.17,1.52,1.27,1.91,1.29,2.78,1.49,0.8,0.19,0.49,1.48,1.79,1.54,1.65,2.1,1.22,0.65,0.58,2.21,2.73,1.07,1.77,2.3,3.43,1.53,1.94,1.37,2.16,3.67,0.55,0.8,1.71,2.07,1.28,3.72,1.15,0.46,0.7,1.79,1.82,3.36,2.93,1.73,3.43,1.47,2.68,2.98,3.16,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,0.85,1.85,1.19,1.84,0.79,0.86,2.83,2.55,1.2,2.46,1.48,2.25,1.55,2.58,0.53,2.1,0.32,0.59,1.29,1.31,0.58,0.02,1.53,1.85,1.17,0.23,0.98,2.58,0.83,0.65,3.02,1.56,1.08,0.58,3.34,1.28,2.55,1.52,1.7,0.3,2.28,2.32,1.33,0.93,1.21,2.69,3.85,0.93,1.3,2.71,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,1.14,1.04,1.46,1.42,0.92,0.36,1.96,1.73,0.57,0.85,0.98,1.7,1.25,1.35,1.21,0.97,1.45,1.31,2.08,0.63,2.96,1.27,1.01,0.28,0.74,2.18,3.99,2.6,2.12,0.87,0.75,1.75,1.28,2.41,1.23,2.86,1.22,1.35,2.39,2.76,0.89,2.85,3.26,2.07,4.18,1.28,3.41,2.04,0.8,2.65,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.15,2.59,2.18,1.08,1.09,0.72,2.61,2.49,1.28,2.63,2.75,1.38,3.08,1.09,1.14,1.47,1.39,0.76,1.38,1.84,0.29,0.64,1.24,0.06,1.95,1.27,0.95,2.05,1.36,2.46,0.95,2.21,1.23,1.61,1.11,2.07,0.65,2.71,3.29,1.12,1.84,1.27,0.24,2.16,0.47,0.64,1.31,1.02,2.05,2.45,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,0.59,1.14,1.52,2.22,0.69,1.21,1.17,1.45,4.28,2.68,0.58,0.71,1.43,1.13,0.64,2.1,2.64,2.05,0.82,2.35,1.37,3.28,1.34,0.65,2.13,1.15,0.69,1.62,3.72,1.86,1.53,1.24,4.35,2.54,1.79,1.48,1.47,2.73,1.58,1.18,3.51,1.37,2.09,2.37,1.01,1.5,2.04,0.96,2.77,0.68,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,1.26,3.2,2.51,1.25,2.01,2.86,2.87,1.67,2.18,4.91,2.77,2.25,3.45,3.35,1.1,1.15,0.93,0.27,1.35,1.67,3.13,1.62,3.21,0.79,3.57,2.29,2.02,1.86,3.08,1.13,2.7,1.07,3.17,1.61,0.78,3.17,3.18,2.66,1.06,3.87,1.01,3.59,3.24,0.86,1.78,0.83,2.76,1.58,0.74,1.52,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,2.35,2.27,3.79,1.95,0.35,6.08,3.26,2.27,1.36,4.34,4.88,2.35,3.02,3.95,2.1,1.14,5.34,0.81,4.53,2.73,3.96,4.03,3.98,3.66,3.87,3.29,2.62,0.74,1.32,1.22,2.56,1.37,2.19,3.53,3.5,0.62,0.59,2.53,3.58,4.02,3.24,0.61,4.52,1.21,2.67,4.91,1.6,2.28,4.74,3.26,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,1.59,0.62,4.14,2.69,1.92,1.17,1.82,3.28,3.8,4.27,2.22,5.1,2.27,0.76,2.03,1.3,2.63,2.2,2.96,3.17,2.82,3.37,2.93,2.33,2.9,3.88,1.63,4.31,1.88,3.46,3.67,1.61,2.59,4.49,3.09,2.81,0.85,2.24,2.32,2.44,2.44,0.87,9.6,1.29,1.99,2.77,2.73,5.3,2.66,2.96,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.86,3.37,2.01,2.2,2.26,2.21,3.4,1.99,1.07,2.84,4.46,3.5,2.82,5.44,1.96,4.01,1.39,2.67,1,3.01,0.53,1.01,2.87,0.89,1.49,0.75,4.7,4.1,0.32,4.57,0.81,1.25,1.17,4.51,1.93,3.65,1.05,0.87,1.92,2.01,1.01,2.46,2.32,1.14,0.91,1.02,2.34,2.81,6.56,1.73,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,3.1,1.07,3.25,2.2,1.67,2.68,0.74,1.39,2.51,1.02,4.62,1.98,4.44,2.62,1.94,4.53,4.66,3.03,0.66,2.62,1.54,3.96,5.95,2.19,2.87,3.12,4.42,0.85,2.63,1.95,2.66,3.06,1.38,5.72,1.33,2.58,4.92,2.64,1.49,4.9,1.36,2.05,2.04,2.66,2.06,1.7,2.61,4.21,1.64,1.99,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
