"SLOUGH UPTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.81,1.05,3.64,3.10,0.49,3.35,1.03,1.17,2.99,3.77,,
February,2.63,1.42,1.65,0.71,2.69,3.40,3.69,0.91,0.90,2.39,,
March,0.86,1.45,3.28,2.07,3.74,0.90,3.86,1.65,0.68,3.71,,
April,1.39,1.65,0.02,2.22,0.64,0.90,0.88,1.96,3.69,2.54,,
May,1.66,1.11,1.54,1.66,1.67,3.41,1.43,1.66,2.67,0.24,,
June,3.50,1.68,2.86,0.38,1.29,1.01,2.44,1.94,0.72,1.15,,
July,2.23,0.34,1.13,1.23,1.83,4.37,0.91,4.61,4.26,2.67,,
August,2.05,0.36,5.57,1.01,1.30,1.99,4.51,3.72,1.07,2.52,,
September,0.33,1.03,2.50,1.55,0.75,2.20,1.42,1.61,5.82,1.33,,
October,2.96,2.28,2.16,3.90,1.60,2.57,3.24,3.60,1.30,0.63,,
November,2.92,3.04,1.71,2.32,2.46,2.02,4.32,0.96,2.10,1.48,,
December,3.98,5.41,2.91,1.11,7.35,5.05,2.98,1.02,2.05,4.37,,
Total,26.32,20.82,28.97,21.26,25.81,31.17,30.72,24.81,28.25,26.80,,
Calc annual,26.32,20.82,28.97,21.26,25.81,31.17,30.71,24.81,28.25,26.80,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.01,0.00,-0.00,0.00,,
