"WANDSWORTH, BALHAM HIGH ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,9,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,3.24,2.81,0.47,3.99,0.70,1.62,3.01,2.82,,
February,,,1.62,0.93,2.51,3.41,3.96,0.98,0.96,2.40,,
March,,,2.39,2.76,4.22,0.81,4.23,1.93,0.86,3.46,,
April,,,0.07,2.76,1.06,1.37,1.36,2.13,3.42,3.32,,
May,,,1.52,1.47,1.32,3.01,2.15,2.19,2.09,0.11,,
June,,,3.29,0.45,3.78,0.51,2.77,2.10,0.83,1.46,,
July,,,1.53,2.14,1.55,3.98,1.30,4.85,7.46,2.98,,
August,,,5.62,1.88,1.31,3.39,4.02,4.42,1.47,2.19,,
September,,,2.35,1.77,0.82,1.88,1.72,2.32,5.12,1.11,,
October,,,2.23,3.39,1.27,2.56,3.53,3.29,1.50,0.73,,
November,,,2.05,2.16,3.27,2.36,4.57,1.64,2.34,1.35,,
December,,4.60,3.00,0.95,6.51,5.43,2.58,1.43,2.35,3.54,,
Total,,,28.91,23.47,28.09,32.70,32.89,28.90,31.41,25.47,,
Calc annual,0.00,4.60,28.91,23.47,28.09,32.70,32.89,28.90,31.41,25.47,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
