"LENTON HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,3.81,2.33,1.31,2.36,,,,,,
February,,,1.57,0.78,1.03,2.94,,,,,,
March,,,2.42,3.21,2.34,1.05,,,,,,
April,,,0.29,2.27,0.75,0.77,,,,,,
May,,,2.39,2.14,1.87,1.59,,,,,,
June,,,3.63,0.83,2.22,1.49,,,,,,
July,,,3.01,0.60,2.98,6.95,,,,,,
August,,1.85,5.59,1.49,2.34,2.16,,,,,,
September,,1.60,0.83,1.72,0.71,0.89,,,,,,
October,,2.07,2.68,3.62,1.89,1.03,,,,,,
November,,2.19,1.58,1.48,3.13,2.31,,,,,,
December,,3.68,3.52,0.89,4.60,5.03,,,,,,
Total,,,31.32,21.36,25.17,28.57,,,,,,
Calc annual,0.00,11.39,31.32,21.36,25.17,28.57,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
