"OUNDLE, MILTON ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1135,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.51,0.93,2.85,2.48,1.10,2.15,1.17,1.70,1.58,3.86,,
February,1.79,1.03,1.38,0.35,0.82,2.19,3.72,0.61,0.90,2.15,,
March,0.55,1.61,1.54,2.12,2.37,0.85,4.06,0.93,0.50,2.81,,
April,1.39,0.60,0.03,1.78,0.54,-999.00,0.82,1.16,2.48,1.80,,
May,3.10,0.84,2.49,1.97,0.92,1.77,2.11,1.60,1.39,0.84,,
June,1.00,1.32,4.01,1.04,2.21,1.68,1.65,2.68,0.29,0.76,,
July,1.63,0.22,4.79,0.72,1.92,3.79,1.14,1.00,2.11,2.74,,
August,2.12,2.31,6.62,1.75,1.36,2.09,2.88,5.74,0.72,1.63,,
September,0.58,0.87,0.92,1.99,1.28,0.97,0.66,1.69,4.00,1.36,,
October,1.48,1.68,2.14,2.43,2.77,1.12,1.58,2.60,1.00,1.09,,
November,2.59,1.98,0.94,2.02,2.00,2.56,2.72,0.70,1.79,1.56,,
December,5.48,3.51,2.66,0.68,4.70,3.83,2.30,0.52,1.48,3.59,,
Total,23.22,16.90,30.37,19.33,21.99,23.73,24.81,20.93,18.24,24.19,,
Calc annual,23.22,16.90,30.37,19.33,21.99,23.00,24.81,20.93,18.24,24.19,,
Difference,-0.00,0.00,-0.00,-0.00,0.00,0.73,0.00,0.00,-0.00,0.00,,
