"DUROR, ACHARA",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,,,,,9.48,5.96,,
February,,,,,,,,,11.98,0.86,,
March,,,,,,,,,2.95,3.58,,
April,,,,,,,,,1.63,6.80,,
May,,,,,,,,,3.28,-999.00,,
June,,,,,,,,,3.17,7.68,,
July,,,,,,,,,5.81,1.65,,
August,,,,,,,,,6.44,4.89,,
September,,,,,,,,,7.46,8.32,,
October,,,,,,,,,10.42,4.05,,
November,,,,,,,,,9.33,6.17,,
December,,,,,,,,,9.88,9.43,,
Total,,,,,,,,,81.83,60.66,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.83,59.39,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,1.27,,
