"BRIDGE OF EARN, GATESIDE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,3.95,4.99,1.71,1.73,,,,,,
February,,,2.92,1.07,3.29,5.64,,,,,,
March,,,2.05,4.34,3.54,1.43,,,,,,
April,,,0.17,2.43,1.11,1.31,,,,,,
May,,,0.98,2.91,1.60,1.37,,,,,,
June,,,4.20,1.94,0.46,1.80,,,,,,
July,,,2.08,1.08,3.12,2.54,,,,,,
August,,,5.22,0.71,2.21,4.07,,,,,,
September,,,2.32,1.96,1.06,2.27,,,,,,
October,,,3.18,1.50,1.62,2.51,,,,,,
November,,,2.11,2.44,4.34,1.74,,,,,,
December,,,3.56,1.41,7.33,4.93,,,,,,
Total,,,32.74,26.78,31.39,31.34,,,,,,
Calc annual,0.00,0.00,32.74,26.78,31.39,31.34,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
