"TEMPLEDERRY RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,7.74,2.07,5.08,3.04,1.37,3.68,,,
February,,,,2.43,7.05,6.03,4.90,1.71,6.24,,,
March,,,,5.65,4.95,0.88,2.13,3.78,2.61,,,
April,,,,4.69,2.76,2.34,3.82,0.99,1.28,,,
May,,,1.85,3.81,1.96,1.18,3.17,3.57,2.51,,,
June,,,5.64,3.85,0.98,1.58,3.25,1.88,1.40,,,
July,,,5.33,0.53,1.90,5.27,1.87,2.27,3.27,,,
August,,,3.90,1.02,3.76,4.07,3.18,8.95,,,,
September,,,0.44,2.82,2.52,1.69,2.26,1.31,,,,
October,,,3.07,4.33,2.20,4.27,7.33,5.38,,,,
November,,,3.05,4.94,4.74,3.18,5.29,2.41,,,,
December,,,6.24,3.18,7.64,8.44,3.82,1.92,,,,
Total,,,,44.99,42.53,44.01,44.06,35.54,,,,
Calc annual,0.00,0.00,29.52,44.99,42.53,44.01,44.06,35.54,20.99,0.00,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
