"CORK UNIVERSITY COLLEGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.10,0.80,5.01,5.93,1.93,3.70,2.04,3.97,4.94,4.64,,
February,5.64,1.94,4.76,1.75,6.46,7.91,4.30,1.45,6.12,3.68,,
March,2.74,3.17,3.69,3.74,5.33,0.80,2.34,3.33,3.69,2.46,,
April,1.91,1.78,0.54,3.03,1.37,1.67,3.25,1.12,1.73,1.30,,
May,1.81,1.43,1.36,3.66,1.40,2.67,2.91,4.04,2.75,5.18,,
June,3.73,2.89,5.17,1.89,0.88,2.26,3.03,1.77,1.11,0.63,,
July,2.10,2.78,5.08,0.25,3.00,5.36,2.49,1.57,4.43,1.49,,
August,4.72,2.21,3.21,1.89,3.78,1.94,3.76,6.54,2.53,3.13,,
September,1.41,2.54,1.01,4.53,3.07,1.98,1.12,1.29,6.41,2.15,,
October,4.36,3.99,2.52,5.71,1.51,5.86,9.13,3.51,3.39,0.51,,
November,4.53,4.23,1.48,4.12,3.26,3.52,9.04,1.08,3.22,1.90,,
December,4.31,6.80,3.05,1.22,10.73,6.97,2.94,2.66,7.12,4.56,,
Total,40.36,34.56,36.88,37.72,42.72,44.64,46.35,32.33,47.44,31.63,,
Calc annual,40.36,34.56,36.88,37.72,42.72,44.64,46.35,32.33,47.44,31.63,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
