"BURNLEY W.W. (SWINDEN) UPPER G",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2967,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,5.81,2.48,5.43,5.38,4.22,6.70,4.29,3.12,3.07,6.03,,
February,5.42,5.20,2.04,2.30,4.03,7.10,5.47,0.97,5.96,1.95,,
March,1.30,2.24,5.65,6.54,5.13,2.18,3.99,3.28,1.93,6.50,,
April,3.93,2.56,1.20,6.15,1.52,2.31,3.19,1.99,1.30,2.45,,
May,2.74,3.14,2.73,4.50,2.36,1.77,3.17,2.09,2.55,1.94,,
June,2.95,5.66,6.88,2.37,2.28,0.94,3.03,2.69,2.37,1.63,,
July,4.07,0.49,5.54,1.72,3.82,4.87,2.97,1.82,3.54,2.59,,
August,6.54,2.61,7.46,2.62,2.95,4.81,3.86,8.36,3.56,3.68,,
September,0.51,3.84,2.43,1.55,3.06,0.96,2.18,2.52,11.12,1.97,,
October,3.98,4.20,4.83,2.22,2.85,1.65,8.86,7.54,4.06,3.11,,
November,5.28,5.08,4.26,5.67,7.02,2.53,4.34,3.97,3.18,4.20,,
December,6.07,8.57,5.33,3.00,8.28,8.04,4.28,3.10,7.78,6.97,,
Total,48.60,46.07,53.78,44.02,47.52,43.86,49.63,41.45,50.42,43.02,,
Calc annual,48.60,46.07,53.78,44.02,47.52,43.86,49.63,41.45,50.42,43.02,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
