"BLACKBURN STORE YARD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,4.47,1.45,2.78,3.84,2.63,5.25,,,,,,
February,3.48,3.84,1.50,1.31,2.12,5.34,,,,,,
March,0.78,1.71,4.91,4.39,4.28,1.55,,,,,,
April,3.06,2.66,0.55,4.85,1.05,1.93,,,,,,
May,3.13,2.86,1.59,3.32,1.29,1.15,,,,,,
June,3.24,3.17,5.07,1.94,2.07,1.53,,,,,,
July,4.26,0.17,4.54,1.24,3.20,3.44,,,,,,
August,5.34,2.95,6.24,2.13,2.04,5.51,,,,,,
September,0.33,3.80,1.30,1.38,4.05,0.59,,,,,,
October,3.42,2.81,3.87,1.43,1.93,0.88,,,,,,
November,4.69,3.43,3.14,3.95,5.22,1.43,,,,,,
December,3.40,7.13,3.66,2.64,5.54,5.76,,,,,,
Total,39.60,35.98,39.15,32.42,35.42,34.36,,,,,,
Calc annual,39.60,35.98,39.15,32.42,35.42,34.36,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
