"STAINES RESERVOIR PUMPING STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,835/5,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,3.45,2.43,0.50,3.83,1.07,1.13,3.21,3.53,,
February,,,1.63,0.83,2.72,3.12,3.59,0.91,1.08,2.34,,
March,,,2.79,2.15,4.00,0.92,4.08,1.88,0.85,3.55,,
April,,,0.07,2.60,0.60,1.06,0.87,1.97,3.40,2.42,,
May,,,1.08,1.70,1.26,3.16,1.56,1.59,2.42,0.19,,
June,,,3.54,0.86,3.75,0.67,1.93,2.69,0.86,1.20,,
July,,,1.38,1.24,2.23,4.26,1.02,5.91,4.58,2.97,,
August,,,4.45,1.35,1.51,2.30,4.33,4.47,1.00,2.14,,
September,,,2.57,2.00,0.87,2.14,1.52,2.00,4.96,1.35,,
October,,,2.52,4.08,1.52,2.43,3.95,3.50,1.38,0.68,,
November,,,1.67,2.23,2.47,2.15,4.15,1.08,2.22,1.49,,
December,,,2.64,1.01,6.74,5.83,2.72,1.13,2.29,4.19,,
Total,,,27.79,22.48,28.17,31.87,30.79,28.26,28.25,26.05,,
Calc annual,0.00,0.00,27.79,22.48,28.17,31.87,30.79,28.26,28.25,26.05,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
