"ABERDEEN, CRANFORD HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.77,1.55,3.43,3.19,1.51,3.42,0.91,2.93,2.98,3.29,,
February,2.83,1.31,3.35,0.77,2.45,4.13,1.80,0.91,1.39,1.97,,
March,1.55,1.92,2.37,3.74,3.25,2.18,2.18,2.08,1.79,2.16,,
April,3.07,1.25,0.52,3.00,0.65,1.20,2.54,1.65,0.36,3.16,,
May,2.55,2.56,1.98,3.65,2.61,0.88,3.49,1.35,1.85,0.53,,
June,0.70,2.29,2.30,1.35,1.09,1.50,4.57,1.39,1.57,1.16,,
July,2.38,1.49,1.98,0.69,4.01,5.65,3.34,2.47,6.42,1.03,,
August,4.07,1.11,5.34,1.38,1.12,1.46,3.66,4.50,3.50,2.73,,
September,1.03,1.05,2.14,2.55,1.19,3.10,1.79,2.01,4.42,2.61,,
October,2.21,3.11,4.54,1.75,3.07,2.90,4.13,3.50,2.59,3.12,,
November,5.98,4.73,3.20,1.65,4.01,3.23,3.64,3.75,1.99,5.33,,
December,3.44,6.13,1.29,2.11,5.58,7.00,4.16,1.38,2.36,5.91,,
Total,31.58,28.50,32.44,25.83,30.54,36.65,36.21,27.92,31.22,33.00,,
Calc annual,31.58,28.50,32.44,25.83,30.54,36.65,36.21,27.92,31.22,33.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
