"BEWCASTLE RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,,3.30,5.94,,,,,
February,,,,,,4.41,4.52,,,,,
March,,,,,,2.84,,,,,,
April,,,,,,2.77,,,,,,
May,,,,,,1.48,,,,,,
June,,,,,,1.43,,,,,,
July,,,,,2.55,5.10,,,,,,
August,,,,,3.72,3.89,,,,,,
September,,,,,1.73,1.80,,,,,,
October,,,,,1.57,1.76,,,,,,
November,,,,,6.58,1.79,,,,,,
December,,,,,5.65,5.42,,,,,,
Total,,,,,,35.99,,,,,,
Calc annual,0.00,0.00,0.00,0.00,21.80,35.99,10.46,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,,
