"NEWCASTLE LIT & PHIL SOCIETY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR38,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.03,1.86,2.97,4.40,2.05,2.06,0.94,3.35,2.36,3.39,,
February,3.55,0.54,2.62,0.49,1.05,2.69,3.06,0.75,0.84,2.04,,
March,0.28,2.19,1.47,2.71,2.16,1.61,3.51,1.85,0.68,2.20,,
April,3.22,1.42,0.09,2.82,0.26,0.56,1.29,4.13,1.81,1.41,,
May,2.57,0.51,2.92,2.30,1.16,1.71,3.59,2.80,1.70,0.86,,
June,2.73,5.58,6.05,0.79,4.88,0.08,2.16,1.49,0.44,0.88,,
July,3.22,1.05,3.44,0.32,3.46,3.23,3.81,1.17,5.00,1.68,,
August,2.96,3.00,5.33,1.53,2.39,2.34,3.50,9.15,1.12,2.04,,
September,0.71,3.00,2.26,6.65,2.10,1.81,1.76,1.43,6.00,0.77,,
October,2.98,2.53,3.89,2.08,2.27,1.11,2.73,2.45,2.69,5.99,,
November,3.90,3.69,1.50,1.41,3.56,1.40,2.97,0.95,1.15,3.88,,
December,2.08,3.40,1.46,0.82,3.83,6.72,4.63,3.27,3.71,2.95,,
Total,31.23,28.77,34.00,26.32,29.17,25.32,33.95,32.79,27.50,28.07,,
Calc annual,31.23,28.77,34.00,26.32,29.17,25.32,33.95,32.79,27.50,28.09,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,,
