"FRINGFORD SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,,2.40,1.96,1.66,,,,
February,,,,,,2.93,3.97,1.19,,,,
March,,,,,,1.39,3.44,1.83,,,,
April,,,,,,0.90,1.07,1.55,,,,
May,,,,,,1.84,1.93,2.35,,,,
June,,,,,,0.84,2.55,3.05,,,,
July,,,,,,6.81,3.52,3.48,,,,
August,,,,,,1.74,2.93,5.89,,,,
September,,,,,,2.08,1.27,2.16,,,,
October,,,,,,1.36,3.77,3.91,,,,
November,,,,,,2.61,3.30,0.63,,,,
December,,,,,,4.48,2.77,0.90,,,,
Total,,,,,,29.38,32.48,28.60,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,29.38,32.48,28.60,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,NaN,NaN,,
