"HEDNESFORD SCOUT HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.27,0.54,3.35,2.67,0.93,2.05,0.66,1.06,1.63,2.36,,
February,2.66,1.10,1.26,0.65,1.56,2.47,2.04,0.96,0.80,2.71,,
March,0.41,1.17,3.11,3.50,1.83,0.74,3.17,0.79,1.21,3.90,,
April,1.72,0.73,0.08,3.17,0.46,0.74,0.80,0.64,1.51,1.11,,
May,2.01,0.42,2.87,1.53,0.80,1.92,2.71,2.46,2.89,0.96,,
June,1.03,2.21,4.56,0.82,3.24,1.04,1.54,2.27,0.60,1.07,,
July,2.98,0.25,3.29,1.42,2.85,6.02,1.63,1.35,2.84,1.55,,
August,4.21,1.12,6.14,1.26,1.81,1.62,1.82,4.17,1.53,2.67,,
September,0.40,1.17,0.67,1.86,0.89,0.48,0.66,1.31,5.81,1.59,,
October,2.38,2.33,2.24,5.37,2.13,2.51,2.97,2.89,1.14,3.31,,
November,3.40,2.16,1.52,2.12,3.03,2.49,2.83,0.82,1.66,1.17,,
December,5.30,5.04,2.86,0.51,6.44,4.33,2.07,0.83,2.86,3.08,,
Total,27.77,18.24,31.95,24.88,25.97,26.41,22.90,19.55,24.48,25.48,,
Calc annual,27.77,18.24,31.95,24.88,25.97,26.41,22.90,19.55,24.48,25.48,,
Difference,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
