"PETERBOROUGH ABBEYFIELDS THE PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1139,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.57,1.07,2.86,2.27,1.32,2.48,1.34,1.56,1.76,3.71,,
February,1.90,1.07,1.72,0.47,0.84,2.07,3.49,0.69,0.88,2.47,,
March,0.58,1.37,1.87,2.38,2.70,1.39,3.34,1.28,0.61,2.84,,
April,2.04,0.67,0.09,1.72,0.56,0.65,0.81,1.24,2.08,1.89,,
May,2.67,0.89,2.33,2.08,0.84,1.98,2.29,1.07,1.82,0.69,,
June,1.48,1.77,4.02,0.68,2.82,1.68,1.55,2.38,0.37,0.94,,
July,2.24,0.15,4.80,0.79,1.36,2.97,1.41,1.76,3.36,3.15,,
August,2.40,1.11,6.56,1.40,1.03,2.31,4.93,4.82,1.50,2.26,,
September,0.79,1.92,1.19,1.82,0.56,0.81,0.95,1.51,4.18,1.80,,
October,1.64,1.65,2.00,3.10,2.50,1.09,1.89,3.24,1.83,0.95,,
November,2.05,2.00,1.62,2.02,2.15,2.56,2.64,0.83,2.20,1.66,,
December,4.64,3.75,2.62,0.78,4.08,3.86,2.91,0.58,1.63,3.46,,
Total,24.00,17.42,31.68,19.51,20.76,23.85,27.55,20.96,22.22,25.82,,
Calc annual,24.00,17.42,31.68,19.51,20.76,23.85,27.55,20.96,22.22,25.82,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
