"CLARE HAWKEDON RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.81,1.65,3.16,2.73,2.08,2.82,1.62,2.11,2.08,2.64,,
February,1.97,1.26,1.38,0.77,2.09,2.69,4.40,0.73,0.86,2.90,,
March,1.04,2.67,3.31,1.94,4.09,1.71,3.32,2.12,0.84,2.57,,
April,2.16,1.35,0.39,2.01,0.98,1.04,1.81,1.68,3.66,3.40,,
May,3.00,1.57,1.33,1.81,1.24,1.87,1.61,0.91,2.27,0.40,,
June,2.31,3.40,1.87,2.85,1.27,1.52,2.57,2.22,0.81,1.22,,
July,3.60,0.51,2.20,2.18,2.06,4.17,1.48,2.77,5.44,3.16,,
August,2.74,1.59,6.98,1.26,1.02,4.12,4.04,5.29,1.42,2.65,,
September,1.20,1.47,2.64,1.39,1.24,1.79,2.01,1.43,4.69,0.97,,
October,1.52,2.85,2.24,3.29,1.93,1.27,3.18,3.55,2.76,1.34,,
November,2.66,3.64,2.46,2.27,2.74,2.58,3.29,1.76,1.92,2.28,,
December,4.25,4.01,2.75,0.76,6.36,4.06,2.68,1.17,2.94,4.21,,
Total,28.26,25.97,30.71,23.26,27.10,29.64,32.01,25.74,29.69,27.74,,
Calc annual,28.26,25.97,30.71,23.26,27.10,29.64,32.01,25.74,29.69,27.74,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
