"DAVENTRY FAWSLEY PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.50,0.69,3.19,2.75,,,,,,,,
February,3.31,1.69,1.47,0.76,,,,,,,,
March,0.54,1.91,2.56,3.10,,,,,,,,
April,1.58,0.84,0.14,3.06,,,,,,,,
May,2.29,1.24,2.22,1.93,,,,,,,,
June,1.46,2.13,3.68,0.61,,,,,,,,
July,1.96,0.51,4.00,0.73,,,,,,,,
August,2.58,1.50,7.04,0.40,,,,,,,,
September,1.12,1.66,1.29,,,,,,,,,
October,2.79,2.01,2.66,,,,,,,,,
November,3.98,3.00,1.76,,,,,,,,,
December,4.77,3.52,3.29,,,,,,,,,
Total,28.88,20.70,33.30,,,,,,,,,
Calc annual,28.88,20.70,33.30,13.34,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
