"BOLTBY, EAST",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3434,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.13,1.27,,3.72,1.68,4.39,0.46,2.31,2.42,3.79,,
February,1.96,0.31,4.12,1.06,2.00,4.17,3.35,0.87,2.06,1.37,,
March,0.44,1.12,3.08,2.72,2.47,1.62,3.50,2.80,1.37,3.59,,
April,2.23,0.53,0.00,3.44,0.52,1.24,1.20,2.00,1.62,2.01,,
May,1.76,0.55,2.09,1.71,1.88,1.33,2.17,0.86,2.92,0.80,,
June,1.52,3.70,5.03,1.23,2.03,0.32,2.67,2.17,1.04,1.52,,
July,2.42,0.13,4.05,0.73,5.06,4.20,2.26,1.37,3.83,2.89,,
August,2.82,2.35,2.89,0.99,1.70,3.69,2.07,8.33,2.32,2.45,,
September,0.29,2.29,2.04,1.19,1.49,0.98,2.27,0.84,5.84,1.50,,
October,2.65,2.08,2.46,2.50,2.19,1.00,3.97,3.50,1.77,5.83,,
November,3.14,4.00,2.89,2.34,3.02,2.36,3.76,2.20,1.73,3.43,,
December,3.07,3.85,0.95,1.80,5.86,5.74,2.31,1.90,3.99,3.69,,
Total,23.43,22.18,29.60,23.43,29.90,31.04,29.99,29.15,30.91,32.87,,
Calc annual,23.43,22.18,29.60,23.43,29.90,31.04,29.99,29.15,30.91,32.87,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
