"BALLYCURRIN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,,,,1.97,5.59,4.40,,
February,,,,,,,,1.68,6.01,2.51,,
March,,,,,,,,2.83,1.70,2.03,,
April,,,,,,,,2.25,0.85,1.44,,
May,,,,,,,,3.05,1.98,3.10,,
June,,,,,,,,2.57,1.38,3.26,,
July,,,,,,,,2.83,3.26,2.59,,
August,,,,,,,,7.93,4.35,3.44,,
September,,,,,,,,3.48,6.89,4.85,,
October,,,,,,,,7.28,6.39,1.32,,
November,,,,,,,,4.10,4.45,4.96,,
December,,,,,,,,2.84,6.13,7.41,,
Total,,,,,,,,42.81,48.98,41.31,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.81,48.98,41.31,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,,
