"KNOCKANDO",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,,2.89,1.99,3.28,5.16,5.12,,
February,,,,,,2.67,3.13,1.41,2.66,0.80,,
March,,,,,,3.52,2.69,2.06,1.75,3.81,,
April,,,,,0.67,2.84,2.68,3.34,2.09,4.41,,
May,,,,,4.85,1.41,4.86,1.13,1.71,0.42,,
June,,,,,2.23,0.88,8.14,3.07,3.04,4.13,,
July,,,,,4.60,6.24,3.21,1.31,5.47,0.87,,
August,,,,,2.13,2.99,2.35,6.50,3.10,1.96,,
September,,,,,1.73,5.83,1.78,1.81,5.38,3.95,,
October,,,,,1.28,1.26,4.16,5.81,2.73,4.71,,
November,,,,,4.33,6.23,3.01,5.94,1.68,4.96,,
December,,,,,4.32,4.76,2.17,2.64,2.47,2.46,,
Total,,,,,,41.52,40.17,38.30,37.24,37.60,,
Calc annual,0.00,0.00,0.00,0.00,26.14,41.52,40.17,38.30,37.24,37.60,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,,
