"BRECHIN, STRACATHRO GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.69,1.23,4.76,5.03,1.64,2.76,1.30,2.16,2.80,3.09,,
February,2.74,0.97,3.40,1.01,3.11,5.96,2.42,1.44,2.55,2.20,,
March,1.68,1.71,1.82,4.82,3.60,1.40,3.28,2.08,1.30,1.65,,
April,2.56,1.50,0.16,3.23,0.70,0.66,1.73,1.10,0.62,2.20,,
May,2.05,1.12,1.39,4.60,1.57,1.18,2.51,2.01,3.48,1.06,,
June,1.23,1.24,1.96,1.43,0.75,0.56,2.82,1.25,0.79,0.78,,
July,2.24,2.00,1.58,0.58,1.09,4.36,7.04,1.22,5.12,0.01,,
August,6.00,0.91,4.20,1.42,1.61,2.85,3.62,4.90,1.88,3.53,,
September,1.20,0.84,2.86,3.40,0.61,1.25,1.09,1.58,3.34,0.98,,
October,2.09,2.67,4.80,2.06,3.20,4.61,5.15,2.84,2.41,1.78,,
November,3.53,3.64,3.10,1.56,4.15,2.61,4.62,2.58,2.28,4.15,,
December,4.55,6.15,2.63,0.86,4.60,8.25,5.08,0.70,1.90,6.11,,
Total,31.56,23.98,32.66,30.00,26.63,36.45,40.66,23.86,28.47,27.54,,
Calc annual,31.56,23.98,32.66,30.00,26.63,36.45,40.66,23.86,28.47,27.54,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
