"DUNDALK FARNDREG",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.61,1.61,3.99,4.65,1.20,2.30,,,,,,
February,2.95,2.58,2.88,1.05,2.60,3.45,,,,,,
March,1.63,0.79,4.50,3.10,3.20,0.70,,,,,,
April,1.49,2.31,1.00,3.10,1.20,1.85,,,,,,
May,2.59,1.40,2.12,3.00,1.50,1.20,,,,,,
June,4.52,2.01,3.03,2.00,1.00,2.05,,,,,,
July,1.64,2.49,3.37,1.45,2.85,4.10,,,,,,
August,5.51,2.48,4.39,0.45,3.25,4.10,,,,,,
September,0.24,1.06,0.27,5.10,0.95,1.00,,,,,,
October,1.89,3.81,0.80,3.10,1.80,4.40,,,,,,
November,3.10,3.33,3.23,3.05,3.40,2.10,,,,,,
December,3.36,4.83,3.41,2.55,6.85,4.95,,,,,,
Total,31.53,28.70,32.99,32.60,29.80,32.20,-999.00,-999.00,32.25,,,
Calc annual,31.53,28.70,32.99,32.60,29.80,32.20,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-999.00,-999.00,32.25,NaN,,
