"BOURNEMOUTH SOUTH CLIFF",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.11,1.14,4.65,,,,,,,,,
February,2.96,1.21,2.25,,,,,,,,,
March,0.76,2.32,3.54,,,,,,,,,
April,1.76,1.37,0.04,,,,,,,,,
May,1.20,0.54,1.31,,,,,,,,,
June,3.34,1.80,4.27,,,,,,,,,
July,2.78,0.22,1.91,,,,,,,,,
August,1.38,1.00,6.13,,,,,,,,,
September,0.16,0.95,2.43,,,,,,,,,
October,4.49,4.84,4.41,,,,,,,,,
November,2.98,4.24,2.00,,,,,,,,,
December,4.96,7.45,2.93,,,,,,,,,
Total,29.88,27.08,35.87,,,,,,,,,
Calc annual,29.88,27.08,35.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
