"ENNISKILLEN PORTORA",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6187,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.87,1.84,4.23,6.30,2.34,5.14,3.69,1.86,4.14,5.45,,
February,5.85,4.04,4.08,2.02,6.02,4.62,4.93,2.12,4.86,0.97,,
March,2.36,1.72,5.32,3.73,5.66,1.34,1.43,2.58,1.13,2.67,,
April,2.54,2.63,1.52,4.31,2.23,2.45,5.35,2.09,1.35,1.89,,
May,3.11,1.50,2.10,3.66,1.61,1.07,5.37,2.06,1.99,3.26,,
June,4.97,1.55,4.38,3.93,1.10,2.57,3.13,2.20,2.09,3.16,,
July,2.64,4.04,4.91,1.50,3.18,4.35,2.05,2.80,3.70,0.71,,
August,8.22,1.85,4.16,1.30,5.97,3.13,2.87,6.70,3.81,3.12,,
September,1.57,1.73,0.66,4.09,1.94,1.75,1.26,2.57,5.73,4.01,,
October,2.16,3.19,3.62,2.42,1.80,2.38,5.98,7.71,3.95,1.52,,
November,3.52,5.03,4.03,4.29,5.16,1.96,3.92,5.83,4.41,3.45,,
December,2.73,7.65,6.52,3.91,5.50,6.08,3.32,2.38,4.76,7.54,,
Total,43.54,36.77,45.53,41.46,42.51,36.84,43.30,40.90,41.92,37.75,,
Calc annual,43.54,36.77,45.53,41.46,42.51,36.84,43.30,40.90,41.92,37.75,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
