"PARHAM, THE HIGH HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.60,1.28,2.18,3.19,1.55,2.83,1.43,1.57,2.02,,,
February,2.47,1.23,1.30,0.61,1.65,3.63,3.69,0.60,0.73,,,
March,0.95,1.98,3.07,1.70,3.94,1.14,3.68,2.34,0.77,,,
April,1.49,1.32,0.28,1.73,0.61,0.93,1.34,1.72,3.13,,,
May,3.57,0.71,0.92,1.47,1.28,2.30,1.49,0.84,1.21,,,
June,1.62,2.04,2.37,0.86,1.11,0.50,2.55,2.11,1.71,,,
July,2.94,0.72,2.44,1.84,1.42,5.13,1.37,2.88,4.19,,,
August,2.94,0.40,7.94,1.92,0.85,1.94,5.49,4.07,0.79,,,
September,1.42,1.75,3.28,1.33,0.89,1.46,0.90,1.58,3.86,,,
October,1.22,2.29,1.72,2.23,1.82,1.51,2.47,3.52,2.69,,,
November,2.76,2.98,2.09,2.37,2.75,2.07,3.28,1.83,1.79,,,
December,5.52,4.38,2.21,0.51,5.90,4.86,3.51,1.53,3.40,,,
Total,28.50,21.08,29.80,19.76,23.77,28.30,31.20,24.59,26.29,,,
Calc annual,28.50,21.08,29.80,19.76,23.77,28.30,31.20,24.59,26.29,0.00,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,NaN,,
