"DORKING HIGH ASHURST",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.20,1.42,3.28,,,,,,,,,
February,4.65,1.34,2.43,,,,,,,,,
March,0.89,1.90,4.66,,,,,,,,,
April,2.01,2.08,0.06,,,,,,,,,
May,2.09,2.28,1.57,,,,,,,,,
June,4.45,2.62,3.40,,,,,,,,,
July,2.80,0.45,1.74,,,,,,,,,
August,2.60,0.64,6.95,,,,,,,,,
September,0.80,1.06,4.14,,,,,,,,,
October,3.30,4.83,3.06,,,,,,,,,
November,3.46,4.59,2.36,,,,,,,,,
December,6.85,7.70,3.49,,,,,,,,,
Total,37.10,30.91,37.14,,,,,,,,,
Calc annual,37.10,30.91,37.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
