"PENISTONE HAZLEHEAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,5.65,2.78,4.38,4.74,4.29,7.87,5.56,2.78,3.86,5.70,,
February,6.15,5.29,2.19,2.64,3.85,7.05,7.90,0.48,7.40,1.87,,
March,0.97,2.14,4.50,7.18,5.17,1.05,5.07,2.95,1.44,5.79,,
April,3.95,2.56,1.33,4.91,1.76,1.97,3.16,2.38,1.43,2.00,,
May,3.90,1.48,3.65,2.74,2.35,1.98,2.64,2.04,3.59,2.09,,
June,3.13,4.25,3.88,1.89,4.51,0.93,2.61,2.05,2.12,1.23,,
July,3.36,0.26,5.79,1.61,2.93,4.30,1.86,2.29,3.46,3.90,,
August,4.88,3.60,6.58,1.41,2.11,3.92,2.01,7.56,1.92,3.43,,
September,0.21,2.62,2.07,2.39,2.75,0.89,2.04,2.02,11.54,2.21,,
October,3.20,3.61,3.94,4.73,2.64,1.85,8.19,7.04,3.57,3.84,,
November,4.68,6.10,4.21,4.60,7.14,3.58,4.99,5.70,2.60,4.26,,
December,5.72,7.05,7.75,4.45,9.31,10.02,4.68,2.52,8.52,7.91,,
Total,45.80,41.74,50.27,43.29,48.81,45.41,50.71,39.81,51.45,44.23,,
Calc annual,45.80,41.74,50.27,43.29,48.81,45.41,50.71,39.81,51.45,44.23,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
