"MOFFAT, AUCHEN CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5036/4,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,5.96,3.08,4.36,5.55,5.23,3.82,8.61,2.72,7.11,4.89,,
February,8.24,7.98,4.60,4.05,8.65,7.38,5.64,1.12,8.25,0.95,,
March,4.85,1.85,6.81,6.94,7.01,2.57,2.00,2.27,1.56,3.69,,
April,4.39,4.97,1.20,5.72,3.41,2.91,3.59,2.69,0.74,3.21,,
May,2.43,4.01,1.36,3.91,2.57,1.42,5.14,3.30,2.36,1.65,,
June,2.50,3.03,5.94,3.65,1.07,1.74,2.44,3.61,1.49,3.13,,
July,5.95,2.17,3.72,0.80,3.39,4.83,4.95,1.84,3.95,1.25,,
August,8.44,3.45,4.32,2.02,4.44,4.91,4.35,7.47,3.42,3.92,,
September,1.24,2.56,2.36,2.67,2.11,1.50,2.48,4.45,7.30,4.43,,
October,3.92,5.09,4.98,4.61,1.80,2.98,10.02,7.74,8.56,2.39,,
November,3.75,6.83,4.52,6.81,7.48,3.03,5.87,5.37,6.17,4.67,,
December,5.74,9.12,11.75,4.19,9.05,7.83,5.25,3.33,6.47,10.04,,
Total,57.41,54.14,55.92,50.92,56.21,44.92,60.34,45.91,57.38,44.22,,
Calc annual,57.41,54.14,55.92,50.92,56.21,44.92,60.34,45.91,57.38,44.22,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
