"DARTREY (COOTEHILL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.47,1.75,4.04,5.56,1.63,3.47,2.89,1.81,3.19,3.98,,
February,5.05,3.73,3.17,1.58,3.94,4.83,3.47,2.76,3.84,1.18,,
March,2.70,2.09,5.14,3.97,4.60,1.07,1.54,3.54,1.85,2.76,,
April,2.50,3.45,1.41,4.06,1.78,2.41,4.27,2.57,1.48,1.68,,
May,3.32,2.46,2.00,3.84,1.39,0.63,4.63,2.20,2.09,3.16,,
June,4.64,2.17,4.51,3.59,1.48,2.75,2.45,2.39,2.61,4.43,,
July,3.66,3.14,3.59,1.75,2.60,4.47,2.74,3.47,5.29,0.61,,
August,6.06,1.66,5.53,1.27,4.49,4.05,4.61,6.92,3.13,2.58,,
September,0.98,1.48,0.76,4.02,1.73,1.90,1.65,2.22,5.84,3.42,,
October,2.07,3.36,2.47,2.72,2.23,2.60,7.66,5.25,4.31,1.51,,
November,2.85,4.48,2.90,3.58,4.53,1.98,4.15,5.10,4.09,2.05,,
December,4.03,6.67,5.10,3.94,6.53,5.74,3.02,2.15,4.40,7.25,,
Total,41.33,36.44,40.62,39.88,36.93,35.90,43.08,40.38,42.12,34.61,,
Calc annual,41.33,36.44,40.62,39.88,36.93,35.90,43.08,40.38,42.12,34.61,,
Difference,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
