"BLACKROCK, CHARLEVILLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.13,0.49,4.46,5.68,1.01,1.69,1.23,1.19,2.29,2.99,,
February,3.84,1.00,4.21,0.91,2.71,4.01,4.13,1.47,2.48,2.24,,
March,1.04,1.58,3.43,1.97,1.79,0.83,3.37,2.63,1.13,2.28,,
April,2.23,1.40,1.59,3.19,0.98,1.68,2.06,1.35,2.03,1.17,,
May,2.56,0.79,0.96,2.96,1.87,1.84,5.66,2.87,2.53,1.77,,
June,5.90,1.73,2.88,1.13,0.82,1.80,1.88,1.02,1.33,2.77,,
July,2.22,2.69,3.52,0.52,2.78,6.39,2.07,1.13,2.84,1.56,,
August,3.60,1.01,6.16,1.13,2.96,2.25,2.47,6.85,1.42,2.50,,
September,0.72,0.95,0.45,4.34,1.02,1.08,2.32,1.42,4.34,2.16,,
October,2.45,5.07,1.77,5.34,1.56,4.69,5.36,2.23,2.48,2.46,,
November,2.96,3.19,1.03,2.82,2.97,3.62,4.76,1.39,2.72,3.90,,
December,6.12,5.18,1.75,1.88,5.59,5.09,3.22,1.96,3.38,4.03,,
Total,36.77,25.08,32.21,31.87,26.06,34.97,38.53,25.51,28.97,29.83,,
Calc annual,36.77,25.08,32.21,31.87,26.06,34.97,38.53,25.51,28.97,29.83,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
