"WELLS WOOKEY HOLE PAPER MILLS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2020,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.49,1.18,4.32,5.30,1.40,3.73,1.93,1.27,3.43,5.24,,
February,5.00,2.84,2.94,1.06,3.45,4.95,3.43,1.34,1.92,2.69,,
March,0.73,2.73,6.88,3.20,6.74,1.48,4.08,3.16,1.47,5.55,,
April,2.24,2.61,0.16,2.85,1.77,1.61,1.90,2.31,2.86,2.61,,
May,2.24,1.00,2.14,3.36,1.93,2.38,1.41,2.03,1.78,0.55,,
June,6.53,2.62,3.88,1.69,1.71,0.81,2.65,5.14,1.25,0.85,,
July,2.68,0.00,3.35,0.96,4.31,4.78,1.43,2.91,5.06,2.52,,
August,6.24,1.57,9.30,0.79,4.11,3.10,5.00,8.21,3.15,3.10,,
September,0.15,1.26,0.69,3.31,1.98,2.40,2.83,2.51,6.87,1.56,,
October,5.80,3.87,4.75,2.76,2.68,4.22,6.56,5.96,2.16,2.52,,
November,5.65,4.05,2.20,3.32,3.94,2.12,3.54,1.32,2.15,2.67,,
December,5.37,7.89,6.03,2.64,6.33,6.74,4.47,0.44,4.40,7.01,,
Total,46.12,31.62,46.64,31.24,40.35,38.32,39.23,36.60,36.50,36.87,,
Calc annual,46.12,31.62,46.64,31.24,40.35,38.32,39.23,36.60,36.50,36.87,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
