"PENTLAND HILLS, SWANSTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,2.20,2.80,,1.53,3.30,2.75,3.00,2.80,,
February,,,2.20,1.70,,2.48,5.00,1.00,3.40,1.90,,
March,,,2.27,4.18,,1.80,5.18,1.90,0.80,2.30,,
April,,,0.31,2.48,,1.60,3.25,2.38,0.90,3.18,,
May,,,1.40,1.60,,1.62,4.71,1.95,3.10,0.92,,
June,,,5.00,1.85,,1.80,2.60,2.05,0.65,1.70,,
July,,,2.30,0.52,,3.41,5.58,1.62,4.02,0.64,,
August,,,4.60,1.50,,4.10,4.25,4.75,1.75,1.60,,
September,,,3.25,2.25,,3.16,1.82,1.40,4.60,2.80,,
October,,,2.90,2.10,,2.10,5.01,3.20,3.45,2.60,,
November,,,1.85,2.28,,1.20,4.09,2.27,2.00,5.20,,
December,,,4.25,1.80,,5.62,3.75,2.60,2.25,3.60,,
Total,,,32.53,25.06,,30.42,48.54,27.87,29.92,29.24,,
Calc annual,0.00,0.00,32.53,25.06,0.00,30.42,48.54,27.87,29.92,29.24,,
Difference,NaN,NaN,0.00,-0.00,NaN,-0.00,-0.00,0.00,0.00,-0.00,,
