"CRAIGTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5595,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.44,0.79,3.64,3.55,1.51,2.76,2.93,1.72,2.55,3.32,,
February,2.09,1.18,2.91,1.01,2.80,4.05,3.33,1.66,2.61,2.67,,
March,1.22,1.14,2.52,3.73,4.52,2.22,3.68,1.93,1.44,1.66,,
April,2.62,1.11,0.14,2.60,0.86,0.94,2.33,1.42,0.97,2.62,,
May,1.60,1.05,1.76,3.54,1.77,1.16,3.87,2.32,3.40,1.20,,
June,1.67,1.02,3.53,1.55,0.53,0.99,3.47,1.08,1.18,1.61,,
July,5.21,1.41,2.82,0.85,2.59,4.21,7.28,2.12,4.46,0.76,,
August,7.70,1.52,2.21,1.80,2.97,2.72,4.50,6.23,2.57,2.59,,
September,0.89,1.21,3.63,2.79,0.59,1.50,1.54,1.75,4.11,1.11,,
October,2.37,2.06,4.52,2.01,3.07,3.11,4.84,2.79,2.74,2.11,,
November,2.63,3.51,1.71,2.11,4.18,1.99,4.15,2.92,1.84,5.23,,
December,3.43,4.91,3.69,1.41,4.56,8.02,4.70,1.31,1.78,5.19,,
Total,32.87,20.91,33.08,26.95,29.95,33.67,46.62,27.25,29.65,30.07,,
Calc annual,32.87,20.91,33.08,26.95,29.95,33.67,46.62,27.25,29.65,30.07,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
