"PANTEG RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,4.55,3.83,,,,,,
February,,,,,7.35,7.73,,,,,,
March,,,,,6.08,1.23,,,,,,
April,,,,,2.77,1.30,1.31,,,,,
May,,,,,2.23,4.37,,,,,,
June,,,,,2.98,0.96,,,,,,
July,,,,,4.91,6.82,,,,,,
August,,,,,4.03,2.43,,,,,,
September,,,,,2.34,0.99,,,,,,
October,,,,,2.73,4.85,,,,,,
November,,,,,6.56,3.30,,,,,,
December,,,8.76,,11.37,11.05,,,,,,
Total,,,,,57.90,48.86,,,,,,
Calc annual,0.00,0.00,8.76,0.00,57.90,48.86,1.31,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,,
