"PENTLAND HILLS, HARLAW RES.",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,1.75,3.40,2.40,1.93,3.55,2.12,2.13,3.21,,
February,,,2.17,1.45,2.69,2.53,4.27,0.88,3.31,1.76,,
March,,,2.85,5.05,3.96,1.48,4.64,1.72,0.90,2.16,,
April,,,0.42,2.51,1.79,1.57,4.02,2.35,0.81,3.59,,
May,,,1.28,1.97,2.41,1.42,3.82,1.65,2.55,0.83,,
June,,,4.81,2.24,1.20,1.80,3.45,2.16,1.05,2.11,,
July,,,2.34,0.50,3.85,3.75,5.32,1.76,3.72,0.91,,
August,,,4.98,1.18,1.75,3.81,4.65,5.04,1.93,1.81,,
September,,,3.26,2.37,0.60,3.99,1.54,1.55,4.18,2.93,,
October,,,3.84,2.00,1.70,2.57,5.41,3.97,3.32,2.29,,
November,,,2.32,2.59,3.43,1.49,3.83,3.02,1.94,5.32,,
December,,,4.15,2.27,5.04,5.41,3.49,2.60,2.71,4.90,,
Total,,,34.17,27.53,30.82,31.75,47.99,28.82,28.55,31.82,,
Calc annual,0.00,0.00,34.17,27.53,30.82,31.75,47.99,28.82,28.55,31.82,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
