"GLEDHILL PARK PARADE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.83,1.44,4.33,4.35,1.43,3.54,1.33,2.83,2.73,4.45,,
February,2.75,2.23,1.69,0.63,1.39,3.34,4.22,0.71,3.05,1.82,,
March,0.62,1.74,3.70,3.42,2.69,1.23,4.63,3.37,1.41,3.34,,
April,2.73,1.62,0.25,3.28,1.08,1.29,1.61,2.41,0.99,1.63,,
May,2.51,1.17,3.65,2.02,1.17,1.71,2.81,1.85,3.95,1.78,,
June,2.53,3.14,6.74,1.19,2.55,1.53,2.16,1.64,0.81,1.29,,
July,2.97,0.43,4.70,0.94,3.95,3.91,1.84,1.18,4.12,2.42,,
August,3.51,2.77,5.60,1.34,1.36,2.28,1.49,7.02,3.04,2.36,,
September,0.24,2.99,1.80,1.23,1.55,0.82,2.17,0.67,7.16,1.13,,
October,3.80,3.10,2.84,3.34,1.25,1.23,4.45,4.29,1.67,3.36,,
November,3.66,3.84,1.62,2.60,4.06,1.06,2.75,2.99,1.50,2.32,,
December,2.86,3.67,2.72,2.34,6.15,7.32,2.39,1.78,4.69,4.02,,
Total,32.01,28.14,39.64,26.68,28.63,29.26,31.85,30.74,35.12,29.92,,
Calc annual,32.01,28.14,39.64,26.68,28.63,29.26,31.85,30.74,35.12,29.92,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
