"ESHER THE LAMMAS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,2.75,0.51,,,,,,,
February,,,,0.98,2.87,,,,,,,
March,,,,2.58,4.24,,,,,,,
April,,,,2.55,0.97,,,,,,,
May,,,,2.01,1.13,,,,,,,
June,,,,0.32,1.38,,,,,,,
July,,,,2.39,2.41,,,,,,,
August,,,,1.67,1.46,,,,,,,
September,,,,2.25,0.93,,,,,,,
October,,,,4.00,1.34,,,,,,,
November,,,,2.15,2.97,,,,,,,
December,,,,1.03,6.44,,,,,,,
Total,,,,24.68,26.65,,,,,,,
Calc annual,0.00,0.00,0.00,24.68,26.65,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
