"GLANMORE LOTA LODGE NO 2",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.44,0.84,4.59,7.20,2.14,2.79,2.06,4.14,4.25,4.59,,
February,6.11,2.35,5.52,2.16,6.44,6.94,4.22,1.62,6.20,3.92,,
March,3.08,3.25,3.98,3.91,5.03,0.67,1.81,3.70,3.37,2.98,,
April,2.30,2.60,0.66,3.32,1.39,1.39,2.95,0.96,1.54,1.21,,
May,1.95,1.46,1.68,4.45,1.44,2.81,3.13,4.53,2.23,4.93,,
June,3.88,3.57,4.68,2.11,0.83,1.97,2.65,1.67,0.94,0.77,,
July,2.39,2.73,5.74,0.25,4.48,5.34,2.01,1.85,4.52,1.40,,
August,6.13,2.17,3.63,2.57,3.72,2.07,3.28,7.30,2.25,3.20,,
September,1.20,2.91,1.06,5.48,2.66,2.13,1.03,0.99,6.42,2.01,,
October,4.03,4.83,2.92,6.71,1.43,6.21,9.21,3.66,3.35,0.59,,
November,4.44,4.95,1.96,4.74,3.13,4.04,7.33,1.28,2.99,2.21,,
December,5.05,8.42,3.96,1.74,9.17,6.65,2.61,2.87,6.52,4.80,,
Total,44.00,40.08,40.38,44.64,41.86,43.01,42.29,34.57,44.58,32.61,,
Calc annual,44.00,40.08,40.38,44.64,41.86,43.01,42.29,34.57,44.58,32.61,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
