"SHREWSBURY SEDGEFORD HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,,,0.68,1.80,1.85,2.12,,
February,,,,,,,3.65,1.09,1.37,2.44,,
March,,,,,,,3.20,2.32,1.11,4.56,,
April,,,,,,,1.09,1.38,1.91,1.41,,
May,,,,,,,2.59,3.42,3.16,0.88,,
June,,,,,,,1.80,1.99,0.79,0.99,,
July,,,,,,,1.97,1.48,3.21,1.83,,
August,,,,,,,1.44,4.84,1.53,2.35,,
September,,,,,,,0.89,1.09,6.18,2.19,,
October,,,,,,,3.67,3.37,1.55,3.56,,
November,,,,,,,2.12,1.37,1.29,1.09,,
December,,,,,,,1.71,0.93,3.46,2.88,,
Total,,,,,,,24.81,25.08,27.41,26.30,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,24.81,25.08,27.41,26.30,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,,
