"LYNCHMERE HOUSE, HASLEMERE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,166/9,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.68,1.41,3.63,5.41,0.88,5.50,2.26,1.36,4.07,6.13,,
February,4.07,1.80,3.55,1.52,6.41,6.54,5.61,0.82,2.03,2.71,,
March,1.83,2.74,5.18,3.86,5.58,0.61,4.58,1.69,1.58,5.59,,
April,2.19,1.64,0.03,3.29,1.47,1.47,0.91,2.68,3.62,2.83,,
May,1.65,1.86,1.34,2.96,1.26,2.98,1.72,1.37,1.57,0.30,,
June,2.91,2.20,3.54,0.33,0.55,1.78,1.23,1.92,1.36,0.79,,
July,2.53,0.89,2.29,2.89,2.18,4.69,1.04,3.86,4.60,1.49,,
August,3.20,1.93,6.37,2.09,1.55,1.83,3.33,7.19,1.07,2.91,,
September,0.52,1.53,3.79,2.99,1.68,2.83,2.42,2.21,5.60,2.12,,
October,3.38,5.58,4.73,5.72,2.62,3.97,6.63,4.92,1.64,0.58,,
November,4.08,6.98,1.97,3.61,5.02,3.31,5.87,1.17,3.09,2.35,,
December,7.46,9.82,4.84,1.91,12.10,9.10,3.92,1.56,3.20,6.42,,
Total,37.50,38.38,41.44,36.58,41.33,44.61,39.52,31.25,33.70,34.22,,
Calc annual,37.50,38.38,41.26,36.58,41.30,44.61,39.52,30.75,33.43,34.22,,
Difference,0.00,0.00,0.18,0.00,0.03,0.00,0.00,0.50,0.27,0.00,,
