"WATERFORD WHITFIELD COURT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.77,1.64,5.12,7.66,,,,,,,,
February,4.94,3.12,4.88,2.74,,,,,,,,
March,2.45,2.42,4.57,4.08,,,,,,,,
April,2.07,3.06,0.83,4.57,,,,,,,,
May,1.63,1.79,1.46,4.57,,,,,,,,
June,4.21,2.65,4.60,2.53,,,,,,,,
July,1.98,2.84,6.09,0.17,,,,,,,,
August,6.82,2.66,3.57,0.98,,,,,,,,
September,1.08,4.84,0.39,3.41,,,,,,,,
October,3.69,4.71,3.91,,,,,,,,,
November,4.14,4.95,2.11,,,,,,,,,
December,4.54,9.41,4.46,,,,,,,,,
Total,40.32,44.09,41.99,,,,,,,,,
Calc annual,40.32,44.09,41.99,30.71,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
