"ST ANDREWS WATERWORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5496,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.15,1.09,2.78,3.82,1.56,2.12,2.01,1.74,2.26,3.11,,
February,2.47,1.54,2.12,0.72,2.67,4.91,2.83,0.85,1.92,2.98,,
March,1.40,0.75,2.03,3.49,3.42,1.44,2.92,1.10,1.00,1.93,,
April,2.82,0.74,0.02,2.03,0.96,0.76,1.98,1.56,0.78,1.66,,
May,1.30,1.04,1.34,3.25,2.10,0.97,2.93,1.46,3.31,0.92,,
June,1.52,0.86,2.85,1.62,0.77,1.61,3.47,1.09,0.82,1.39,,
July,2.48,1.04,1.86,0.83,1.95,3.07,6.00,1.34,3.35,0.77,,
August,5.40,0.85,4.33,1.37,1.81,3.84,3.57,4.05,1.74,1.88,,
September,0.85,0.75,2.43,1.90,0.54,2.12,1.29,1.09,3.73,1.23,,
October,1.81,1.86,3.91,1.70,2.64,3.71,3.90,2.47,2.49,1.55,,
November,2.84,3.73,1.63,2.13,3.42,1.74,4.58,2.93,1.55,4.73,,
December,2.19,4.70,2.63,1.52,5.26,6.39,3.37,1.26,1.97,-999.00,,
Total,27.23,18.95,27.93,24.38,27.10,32.68,38.85,20.94,24.92,26.52,,
Calc annual,27.23,18.95,27.93,24.38,27.10,32.68,38.85,20.94,24.92,22.15,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.37,,
