"MAREHAM-LE-FEN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.76,1.65,3.01,3.18,1.31,3.01,0.79,3.26,1.76,2.47,,
February,2.87,1.21,1.44,0.68,0.83,2.50,3.62,1.07,1.46,2.58,,
March,0.63,2.74,1.95,2.29,2.21,1.61,5.12,1.60,0.70,2.44,,
April,2.36,1.28,0.37,2.03,0.89,0.53,2.05,2.87,1.37,1.75,,
May,2.63,0.93,1.91,1.82,1.06,1.64,2.09,1.56,2.25,0.49,,
June,1.82,3.44,3.67,0.92,2.23,0.60,2.56,1.34,1.30,1.07,,
July,2.91,0.20,4.28,0.65,1.86,4.97,2.28,0.91,2.25,3.29,,
August,2.80,2.17,6.01,0.70,1.24,2.76,2.80,6.33,1.30,4.06,,
September,0.74,2.15,1.63,1.86,0.86,0.60,2.31,1.14,3.46,1.95,,
October,1.96,2.36,2.18,3.79,2.16,1.38,2.17,2.70,1.53,2.13,,
November,3.11,3.02,2.70,2.06,2.76,2.81,3.25,1.53,1.65,2.73,,
December,3.70,3.64,3.31,0.64,4.41,4.74,2.67,1.42,2.60,3.13,,
Total,27.29,24.79,32.46,20.62,21.82,27.15,31.71,25.73,21.63,28.09,,
Calc annual,27.29,24.79,32.46,20.62,21.82,27.15,31.71,25.73,21.63,28.09,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
