"DANBURY RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,0.98,0.93,2.43,3.02,0.74,3.15,0.98,1.36,2.89,2.78,,
February,2.03,0.74,1.30,0.66,1.81,2.70,3.89,0.59,0.64,2.90,,
March,0.87,1.84,2.18,1.60,4.15,1.08,3.87,1.73,0.88,2.31,,
April,1.14,1.08,0.11,2.58,0.93,0.70,1.29,1.29,3.00,3.44,,
May,3.07,1.34,0.86,1.88,1.26,2.48,1.66,2.13,1.29,0.81,,
June,1.82,1.95,2.01,1.06,1.81,0.55,2.09,0.60,0.71,1.45,,
July,1.54,0.52,2.13,2.31,2.15,3.98,1.08,3.45,6.89,1.93,,
August,1.88,0.65,3.92,1.05,0.72,2.90,3.58,3.89,1.38,2.18,,
September,1.12,1.26,2.80,1.05,0.82,1.97,1.33,1.04,3.46,0.89,,
October,1.93,2.85,1.67,4.44,1.22,1.76,2.59,3.60,2.02,0.91,,
November,3.20,4.05,1.43,2.88,2.49,2.86,4.15,1.55,2.16,1.69,,
December,3.44,3.26,2.37,0.64,5.27,4.35,2.69,1.49,1.78,3.04,,
Total,23.02,20.47,23.21,23.17,23.37,28.48,29.20,22.72,27.10,24.33,,
Calc annual,23.02,20.47,23.21,23.17,23.37,28.48,29.20,22.72,27.10,24.33,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,,
