"STIRLING, VICTORIA PLACE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,6.00,2.30,3.73,5.32,3.63,1.99,6.18,1.33,4.91,3.67,,
February,4.32,6.75,3.37,3.28,6.52,6.25,2.83,0.60,4.84,1.01,,
March,3.01,3.13,4.66,5.62,3.20,2.15,2.11,2.24,1.37,3.21,,
April,4.81,2.01,1.05,3.63,2.36,2.60,2.04,1.27,0.74,1.19,,
May,1.97,1.91,1.40,3.16,2.15,1.55,4.11,3.23,1.85,0.83,,
June,2.43,0.37,4.56,3.14,1.90,1.83,2.69,0.71,0.52,2.12,,
July,5.60,2.14,1.83,0.86,2.14,3.15,4.80,1.36,3.21,1.09,,
August,9.02,3.22,4.49,1.43,2.97,3.57,3.26,4.98,3.60,2.49,,
September,1.07,1.52,2.26,2.70,1.44,1.81,0.80,1.30,4.80,2.06,,
October,2.45,3.95,4.24,2.85,1.24,4.61,6.89,6.06,5.06,0.68,,
November,4.50,6.10,3.49,5.08,5.44,2.50,5.45,4.56,3.45,4.39,,
December,3.53,5.67,9.05,2.37,8.76,5.55,1.85,1.33,3.85,6.39,,
Total,48.71,39.07,44.13,39.44,41.75,37.56,43.01,28.97,38.20,29.13,,
Calc annual,48.71,39.07,44.13,39.44,41.75,37.56,43.01,28.97,38.20,29.13,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
