"STEEP BUSHY HILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,3.84,,,,,,,,,
February,,,3.91,,,,,,,,,
March,,,5.93,,,,,,,,,
April,,,0.10,,,,,,,,,
May,,,1.53,,,,,,,,,
June,,,4.86,,,,,,,,,
July,,,2.42,,,,,,,,,
August,,,7.03,,,,,,,,,
September,,,4.11,,,,,,,,,
October,,,4.74,,,,,,,,,
November,,,2.49,,,,,,,,,
December,,,5.94,,,,,,,,,
Total,,,46.90,,,,,,,,,
Calc annual,0.00,0.00,46.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
