"EDINBURGH, NAPIER ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,2.35,2.08,,2.70,1.96,2.45,1.91,,
February,,,,1.04,1.77,,3.41,0.59,2.46,1.93,,
March,,,,3.33,3.04,,3.56,1.31,0.50,1.49,,
April,,,,1.90,1.13,,2.44,1.74,0.55,2.87,,
May,,,,1.13,1.59,1.38,3.93,1.43,3.19,-999.00,,
June,,,,1.47,0.92,1.58,2.98,1.39,0.39,1.60,,
July,,,,0.47,2.53,,4.67,1.16,3.42,0.50,,
August,,,,1.28,1.49,,4.38,4.30,1.37,1.50,,
September,,,,2.52,0.47,,1.26,0.82,4.16,-999.00,,
October,,,,1.63,1.48,,4.59,2.38,2.86,2.63,,
November,,,,1.78,2.63,,3.45,1.97,1.42,5.19,,
December,,,,1.50,4.14,,2.80,1.93,1.59,3.04,,
Total,,,,20.40,23.27,,40.17,20.98,24.36,25.30,,
Calc annual,0.00,0.00,0.00,20.40,23.27,2.96,40.17,20.98,24.36,22.66,,
Difference,NaN,NaN,NaN,-0.00,0.00,NaN,0.00,0.00,-0.00,2.64,,
