"SLAIDBURN HAREDEN BROOK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3077,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,9.95,3.30,6.40,6.95,7.65,11.30,7.95,4.50,6.50,9.20,,
February,9.90,9.75,2.95,3.55,6.90,8.60,7.25,2.00,9.20,1.85,,
March,1.45,4.55,11.25,9.85,8.30,3.55,2.45,4.20,3.05,10.50,,
April,4.80,5.60,1.65,6.50,2.15,4.15,5.80,2.70,1.25,3.20,,
May,4.50,3.50,3.60,3.70,4.15,2.05,3.95,2.30,2.15,3.10,,
June,2.50,5.30,9.35,4.55,2.10,1.25,4.35,4.25,3.00,3.10,,
July,6.75,1.25,5.30,1.65,4.95,5.15,4.60,2.95,5.85,2.90,,
August,9.80,4.95,9.10,2.60,4.25,5.70,4.80,10.70,5.70,7.50,,
September,9.50,5.55,3.45,3.20,6.45,1.20,5.30,6.40,13.70,6.85,,
October,5.35,7.20,7.20,3.40,2.95,2.10,15.25,11.25,8.00,3.45,,
November,7.55,4.50,7.70,9.40,10.15,3.25,5.90,8.75,4.40,4.85,,
December,7.65,10.30,6.95,6.15,8.70,12.30,5.10,4.90,12.35,11.35,,
Total,79.70,65.75,74.90,61.50,68.70,60.60,72.70,64.90,75.15,67.85,,
Calc annual,79.70,65.75,74.90,61.50,68.70,60.60,72.70,64.90,75.15,67.85,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
