"BUCHLYVIE, THE MANSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,7.19,5.22,4.06,5.53,3.37,2.72,7.71,,6.20,,,
February,6.50,8.68,4.58,3.70,4.54,5.89,5.55,,7.46,,,
March,3.04,2.38,5.75,6.82,3.99,2.26,2.15,,1.82,,,
April,6.18,3.47,2.40,3.52,3.35,3.88,3.44,,0.98,,,
May,2.83,3.58,2.26,3.21,1.98,1.61,4.35,3.76,2.74,,,
June,2.69,3.07,5.33,3.92,0.96,1.98,2.11,3.05,1.58,,,
July,5.01,3.13,2.51,1.11,2.92,4.75,4.73,1.44,3.22,,,
August,9.28,4.09,4.56,1.76,5.24,3.62,3.66,5.11,3.80,,,
September,2.05,2.43,3.08,2.23,2.73,2.13,1.10,2.75,6.65,,,
October,2.52,3.40,5.24,2.36,1.64,2.93,10.39,7.75,6.57,,,
November,3.73,7.16,3.70,6.00,5.68,2.93,6.50,8.27,5.68,,,
December,5.26,6.64,8.40,3.53,7.63,4.70,5.50,3.04,5.50,,,
Total,56.28,53.25,51.87,43.69,44.03,39.40,57.19,,52.20,,,
Calc annual,56.28,53.25,51.87,43.69,44.03,39.40,57.19,35.17,52.20,0.00,,
Difference,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,NaN,0.00,NaN,,
